CodeA,CodeVR,DateV,DureeVol,NbrPassagersEco,NbrPassagersAffaire,NbrPassagersPremiere,ChargeKerosene,ChargeTotale
AC6001,AC500,2025-05-17,3.17,73,13,6,9.31,10.37
AF1002,AF180,2025-05-17,5.78,233,43,16,15.13,31.03
AF1003,AF181,2025-05-17,11.05,186,34,13,41.37,29.24
BA5001,BA400,2025-05-17,1.35,97,18,7,4.52,17.4
JL7001,JL600,2025-05-17,11.36,184,34,13,41.56,32.52
BA5001,BA400,2025-05-18,7.25,104,19,8,19.31,14.42
DL2002,DL101,2025-05-19,4.33,127,23,9,14.4,21.86
JL7001,JL600,2025-05-19,1.43,158,29,11,4.46,22.62
AF1001,AF182,2025-05-20,2.97,72,13,6,10.11,10.79
AF1004,AF181,2025-05-20,1.49,125,23,9,5.29,17.58
BA5001,BA400,2025-05-20,5.91,155,29,10,22.27,28.95
DL2002,DL100,2025-05-20,6.19,89,16,7,17.13,17.87
AC6001,AC500,2025-05-21,3.9,55,10,4,14.09,15.08
AF1001,AF182,2025-05-21,8.39,113,21,8,31.25,1.0
IB3001,IB201,2025-05-21,6.28,140,26,10,21.04,19.96
AF1003,AF181,2025-05-22,5.96,179,33,12,23.75,27.37
DL2002,DL100,2025-05-22,11.2,151,28,10,42.43,23.57
LH4001,LH301,2025-05-22,3.39,366,68,24,11.02,49.37
AC6001,AC500,2025-05-23,9.7,81,15,6,38.55,1.0
JL7001,JL600,2025-05-23,4.2,188,35,12,14.66,29.17
AF1002,AF180,2025-05-24,8.05,132,24,10,27.91,20.46
DL2002,DL101,2025-05-24,11.14,113,21,8,31.75,23.75
AF1001,AF181,2025-05-25,1.65,83,15,6,5.69,19.32
AF1002,AF180,2025-05-25,5.01,251,47,16,17.06,36.7
AF1004,AF181,2025-05-25,10.03,158,29,11,32.33,8.67
DL2002,DL101,2025-05-25,8.61,132,24,10,31.49,20.41
LH4001,LH301,2025-05-25,11.34,220,41,15,39.63,33.09
AC6001,AC500,2025-05-26,10.9,84,15,7,27.59,4.41
DL2001,DL100,2025-05-26,8.41,199,37,13,21.74,33.13
AF1002,AF181,2025-05-27,11.97,257,48,17,33.6,39.84
AF1003,AF182,2025-05-27,7.38,139,26,9,20.74,19.35
DL2001,DL100,2025-05-27,8.29,163,30,11,20.93,22.82
AF1001,AF182,2025-05-28,5.97,108,20,7,20.99,9.41
IB3001,IB200,2025-05-28,3.92,120,22,8,14.92,22.18
JL7001,JL600,2025-05-28,6.42,147,27,10,19.62,22.39
AF1001,AF181,2025-05-29,4.92,89,16,7,14.08,15.95
IB3001,IB201,2025-05-29,5.22,128,24,9,17.94,23.06
LH4001,LH301,2025-05-29,1.84,302,56,20,5.95,47.45
AF1002,AF181,2025-05-30,3.17,176,33,11,9.24,28.08
AF1003,AF181,2025-05-30,1.9,222,41,15,6.46,29.93
AF1004,AF181,2025-05-30,11.14,101,19,7,34.52,6.48
DL2002,DL100,2025-05-30,8.14,142,26,10,32.06,20.08
AF1001,AF181,2025-05-31,8.96,84,15,6,28.93,1.47
AF1003,AF182,2025-05-31,2.0,141,26,10,7.27,22.38
AF1004,AF182,2025-05-31,11.0,142,26,10,40.76,1.0
BA5001,BA400,2025-05-31,6.87,138,25,10,21.55,22.07
DL2001,DL101,2025-05-31,1.85,101,19,7,4.93,17.81
JL7001,JL600,2025-05-31,1.64,108,20,7,4.81,19.25
AC6001,AC500,2025-06-01,4.21,86,16,6,15.22,14.98
AF1002,AF180,2025-06-01,7.34,213,40,14,22.78,28.86
AF1004,AF182,2025-06-01,3.78,148,27,10,11.5,26.8
LH4001,LH301,2025-06-01,2.86,325,61,21,11.24,49.31
AF1001,AF181,2025-06-02,7.54,115,21,8,18.89,11.51
AF1002,AF180,2025-06-02,7.59,197,37,13,26.52,25.83
AF1004,AF182,2025-06-02,4.07,134,25,9,15.8,25.39
AF1001,AF181,2025-06-03,6.28,91,17,6,18.36,12.04
AF1003,AF181,2025-06-03,1.94,170,31,12,5.64,29.35
DL2002,DL101,2025-06-03,2.11,144,27,10,6.91,24.53
LH4001,LH301,2025-06-03,1.91,263,49,17,6.35,40.24
BA5001,BA400,2025-06-04,10.75,188,35,12,36.78,33.23
DL2002,DL101,2025-06-04,11.75,132,24,9,39.21,20.56
AF1001,AF180,2025-06-05,8.63,108,20,7,22.55,7.85
AF1002,AF180,2025-06-05,4.44,144,27,10,13.88,26.49
BA5001,BA400,2025-06-05,5.0,131,24,9,17.94,23.52
DL2002,DL100,2025-06-05,8.69,157,29,11,32.73,22.56
JL7001,JL600,2025-06-05,8.77,173,32,12,22.07,23.61
AC6001,AC500,2025-06-06,11.41,72,13,6,44.02,1.0
AF1001,AF181,2025-06-06,6.38,96,18,6,16.73,13.67
AF1002,AF180,2025-06-06,10.59,192,36,13,34.11,30.49
LH4001,LH300,2025-06-06,8.08,303,56,20,29.7,43.15
AF1004,AF181,2025-06-07,8.63,156,29,10,24.05,16.95
LH4001,LH301,2025-06-07,4.88,290,54,19,18.07,44.32
AF1004,AF180,2025-06-08,11.69,136,25,9,30.02,10.98
DL2001,DL100,2025-06-08,10.47,101,19,7,40.04,17.22
AF1003,AF182,2025-06-10,10.71,145,27,10,27.62,19.95
DL2001,DL101,2025-06-10,5.72,134,25,9,17.69,18.12
IB3001,IB200,2025-06-10,7.51,122,22,9,29.86,11.14
AF1003,AF182,2025-06-11,4.06,211,39,14,14.18,35.56
AF1004,AF182,2025-06-11,1.09,80,15,6,3.2,14.5
IB3001,IB201,2025-06-11,5.34,133,25,9,18.63,19.92
AF1003,AF180,2025-06-12,9.02,214,40,14,35.65,30.87
DL2001,DL100,2025-06-12,10.25,153,28,11,38.02,20.58
AF1003,AF181,2025-06-13,2.67,139,26,9,7.88,24.59
IB3001,IB200,2025-06-13,4.58,127,23,9,17.3,22.54
AF1004,AF182,2025-06-14,1.16,123,23,8,4.4,19.15
BA5001,BA400,2025-06-14,2.32,174,32,12,9.19,25.59
DL2002,DL101,2025-06-14,5.18,99,18,7,13.76,14.91
IB3001,IB200,2025-06-15,10.92,84,15,7,27.53,13.44
BA5001,BA400,2025-06-16,5.82,192,36,12,15.26,29.04
LH4001,LH300,2025-06-16,11.54,320,60,21,30.89,49.04
AC6001,AC500,2025-06-17,3.39,76,14,5,8.88,15.61
AF1001,AF181,2025-06-17,7.02,63,11,5,19.29,11.11
AF1002,AF180,2025-06-17,8.41,219,41,14,28.52,36.72
AF1003,AF182,2025-06-17,7.66,172,32,11,28.34,27.66
LH4001,LH301,2025-06-17,6.14,225,42,15,17.28,32.69
AF1003,AF182,2025-06-18,7.35,204,38,13,21.0,28.57
AF1004,AF182,2025-06-18,9.75,152,28,11,33.23,7.77
BA5001,BA400,2025-06-18,7.19,183,34,12,23.82,24.89
AC6001,AC500,2025-06-19,5.32,52,9,5,15.65,13.41
AF1001,AF181,2025-06-19,3.28,71,13,5,11.25,15.5
AF1004,AF182,2025-06-19,8.77,116,21,9,25.26,15.74
DL2001,DL100,2025-06-19,3.48,117,22,8,11.09,17.46
DL2002,DL100,2025-06-20,11.93,121,22,9,41.02,16.86
AC6001,AC500,2025-06-21,10.76,81,15,6,38.11,1.0
AC6001,AC500,2025-06-22,7.04,97,18,7,21.4,10.6
AF1003,AF181,2025-06-22,7.0,180,33,13,17.88,27.03
BA5001,BA400,2025-06-22,7.58,140,26,9,25.13,24.38
AC6001,AC500,2025-06-23,2.0,64,12,5,6.09,11.48
AF1003,AF182,2025-06-23,10.94,216,40,15,31.76,30.22
DL2001,DL101,2025-06-23,3.08,101,19,7,10.51,15.39
IB3001,IB200,2025-06-23,1.96,142,26,10,5.22,24.04
AC6001,AC500,2025-06-24,6.74,102,19,7,17.81,14.19
AF1001,AF182,2025-06-24,11.35,62,11,5,30.61,1.0
AF1002,AF181,2025-06-24,4.97,166,31,11,12.84,27.61
AF1004,AF180,2025-06-24,3.76,148,27,11,13.82,25.32
IB3001,IB200,2025-06-24,9.85,146,27,10,34.12,6.88
AC6001,AC500,2025-06-25,1.25,74,13,6,4.42,16.69
JL7001,JL600,2025-06-25,2.97,192,36,13,8.24,26.91
DL2001,DL101,2025-06-26,3.95,115,21,8,15.08,21.07
JL7001,JL600,2025-06-26,10.98,112,21,8,42.14,20.3
AF1003,AF180,2025-06-27,6.55,126,23,9,16.69,19.18
BA5001,BA400,2025-06-27,8.61,158,29,11,34.35,21.21
DL2001,DL100,2025-06-27,8.4,109,20,8,29.09,16.58
DL2002,DL100,2025-06-27,2.0,159,29,11,5.14,25.85
IB3001,IB200,2025-06-27,8.97,100,18,7,32.52,8.48
AF1003,AF180,2025-06-28,4.88,207,38,14,12.74,27.57
BA5001,BA400,2025-06-28,8.42,188,35,12,27.62,31.22
LH4001,LH300,2025-06-28,5.62,213,40,14,19.44,28.98
AC6001,AC500,2025-06-29,9.43,64,12,5,28.42,3.58
AF1001,AF181,2025-06-29,6.63,69,13,5,21.35,9.05
JL7001,JL600,2025-06-29,8.74,189,35,13,28.96,30.09
LH4001,LH301,2025-06-29,2.82,205,38,14,11.08,34.7
AF1001,AF181,2025-06-30,6.33,90,16,7,24.0,6.4
AF1002,AF181,2025-06-30,3.25,166,31,11,11.42,24.7
AF1003,AF182,2025-06-30,3.36,161,30,11,10.16,22.76
AF1004,AF180,2025-06-30,5.19,159,29,11,17.79,23.21
JL7001,JL600,2025-06-30,9.89,117,22,8,28.83,20.91
DL2002,DL100,2025-07-01,1.84,154,28,11,6.72,26.95
LH4001,LH301,2025-07-01,3.59,333,62,22,13.96,46.72
AF1002,AF180,2025-07-02,8.17,210,39,14,26.07,27.64
BA5001,BA400,2025-07-02,8.68,112,21,7,26.74,18.17
DL2002,DL101,2025-07-02,8.42,123,23,8,26.68,17.36
IB3001,IB200,2025-07-02,9.88,124,23,9,33.78,7.22
AF1003,AF181,2025-07-03,5.45,199,37,13,17.42,30.17
BA5001,BA400,2025-07-03,8.53,134,25,9,33.6,24.12
DL2002,DL101,2025-07-03,7.5,88,16,7,25.93,13.44
IB3001,IB200,2025-07-03,7.12,88,16,7,19.69,14.1
JL7001,JL600,2025-07-03,3.03,156,29,10,8.1,22.15
AC6001,AC500,2025-07-04,3.2,100,18,7,10.31,13.84
AF1003,AF180,2025-07-04,6.66,123,23,8,22.61,18.9
BA5001,BA400,2025-07-04,7.26,152,28,10,28.41,25.88
JL7001,JL600,2025-07-04,5.55,134,25,9,21.59,20.1
AF1004,AF180,2025-07-05,8.04,134,25,9,25.08,15.92
BA5001,BA400,2025-07-05,10.09,179,33,12,36.3,31.47
JL7001,JL600,2025-07-05,9.8,104,19,8,33.81,16.83
AC6001,AC500,2025-07-06,2.75,69,13,5,10.74,13.16
AF1004,AF181,2025-07-06,7.02,99,18,7,28.06,12.94
DL2001,DL101,2025-07-06,11.42,120,22,8,28.7,25.0
DL2002,DL101,2025-07-06,9.4,150,28,10,31.58,26.92
JL7001,JL600,2025-07-06,1.84,101,19,7,5.74,20.48
AF1001,AF182,2025-07-07,5.98,84,15,7,21.24,9.16
AF1003,AF182,2025-07-07,6.86,184,34,12,26.74,26.17
AF1001,AF180,2025-07-08,9.71,103,19,7,30.69,1.0
AF1002,AF181,2025-07-08,4.41,252,47,17,13.74,36.17
AF1004,AF181,2025-07-08,9.14,123,23,8,25.72,15.28
BA5001,BA400,2025-07-08,9.92,149,28,10,34.65,21.96
DL2002,DL101,2025-07-08,4.04,108,20,8,13.9,19.06
JL7001,JL600,2025-07-08,8.51,120,22,9,26.69,20.37
JL7001,JL600,2025-07-09,2.1,148,27,11,7.09,26.86
AC6001,AC500,2025-07-10,6.94,95,17,7,27.14,4.86
BA5001,BA400,2025-07-10,5.28,164,30,11,20.45,28.79
DL2002,DL100,2025-07-10,10.9,105,19,8,29.35,20.36
LH4001,LH300,2025-07-10,11.32,244,45,17,38.88,38.29
AF1002,AF182,2025-07-11,7.89,240,45,16,27.15,33.35
AF1004,AF182,2025-07-11,10.81,151,28,10,27.07,13.93
DL2001,DL101,2025-07-11,8.74,168,31,11,29.73,28.33
DL2002,DL100,2025-07-11,8.72,102,19,7,24.27,19.43
JL7001,JL600,2025-07-11,3.24,180,33,12,9.74,24.88
AC6001,AC500,2025-07-12,9.7,96,18,6,29.2,2.8
BA5001,BA400,2025-07-12,1.79,137,25,10,4.98,25.55
LH4001,LH300,2025-07-12,11.07,200,37,14,30.48,33.52
AC6001,AC500,2025-07-13,5.18,96,18,6,18.97,13.03
IB3001,IB200,2025-07-13,3.37,88,16,7,13.28,16.07
AF1002,AF180,2025-07-14,9.99,198,37,13,32.83,28.14
AF1003,AF182,2025-07-14,2.71,204,38,14,8.94,29.73
AF1004,AF180,2025-07-14,9.09,152,28,10,22.81,18.19
AC6001,AC500,2025-07-15,6.75,99,18,7,18.31,13.69
AF1001,AF180,2025-07-15,10.93,71,13,5,34.32,1.0
DL2002,DL100,2025-07-15,5.74,131,24,9,15.04,20.72
IB3001,IB200,2025-07-15,5.74,100,18,8,18.23,18.71
JL7001,JL600,2025-07-15,3.13,188,35,13,8.3,31.72
AF1003,AF182,2025-07-16,11.5,234,43,16,29.26,35.42
AF1004,AF182,2025-07-16,5.63,124,23,8,15.55,25.2
DL2002,DL101,2025-07-16,2.01,167,31,11,6.14,22.21
AF1002,AF181,2025-07-17,3.71,256,48,17,14.69,39.24
AC6001,AC500,2025-07-18,2.58,70,13,5,9.86,15.42
JL7001,JL600,2025-07-18,9.15,98,18,7,31.49,20.17
AF1001,AF182,2025-07-19,6.27,100,18,7,15.69,14.71
BA5001,BA400,2025-07-19,11.45,119,22,8,29.26,19.89
DL2002,DL101,2025-07-19,8.15,119,22,8,21.0,24.09
AF1004,AF182,2025-07-20,8.7,92,17,7,31.86,9.14
JL7001,JL600,2025-07-20,8.63,128,24,9,23.94,20.9
AF1001,AF180,2025-07-21,1.31,96,18,6,4.19,20.51
DL2001,DL101,2025-07-21,1.64,112,21,7,4.69,15.89
LH4001,LH301,2025-07-21,9.85,344,64,23,25.28,47.68
AF1002,AF182,2025-07-22,2.65,132,24,9,8.65,19.81
AF1003,AF182,2025-07-22,3.63,199,37,13,10.96,33.88
BA5001,BA400,2025-07-22,10.84,117,22,8,38.32,19.13
DL2001,DL100,2025-07-22,7.5,140,26,9,22.77,22.51
IB3001,IB200,2025-07-22,8.24,103,19,7,22.2,14.1
JL7001,JL600,2025-07-22,4.82,192,36,12,15.73,28.51
AF1001,AF182,2025-07-23,3.25,83,15,6,10.01,18.09
BA5001,BA400,2025-07-23,10.88,121,22,9,39.28,22.62
DL2002,DL100,2025-07-23,5.38,126,23,9,14.69,24.25
JL7001,JL600,2025-07-23,2.48,99,18,7,6.46,21.19
AC6001,AC500,2025-07-24,11.0,83,15,6,35.15,1.0
DL2001,DL101,2025-07-24,3.28,171,32,11,12.7,30.69
AF1004,AF182,2025-07-25,7.12,131,24,9,24.31,16.69
DL2001,DL101,2025-07-25,7.67,191,35,13,19.52,32.65
IB3001,IB201,2025-07-25,11.5,115,21,8,34.84,6.16
AC6001,AC500,2025-07-26,5.07,65,12,5,17.27,14.73
DL2002,DL101,2025-07-26,11.17,166,31,11,39.41,26.72
DL2002,DL101,2025-07-27,3.82,150,28,10,11.28,25.36
IB3001,IB201,2025-07-27,5.07,147,27,10,13.22,21.56
DL2001,DL101,2025-07-28,4.31,161,30,11,16.98,29.77
JL7001,JL600,2025-07-28,8.87,111,20,8,25.38,19.78
AF1003,AF180,2025-07-29,7.63,168,31,11,24.87,22.49
DL2001,DL100,2025-07-29,3.21,111,20,8,8.96,17.38
IB3001,IB200,2025-07-29,6.21,119,22,8,20.83,20.17
AF1003,AF182,2025-07-30,2.06,131,24,9,6.2,22.96
DL2001,DL101,2025-07-30,6.94,110,20,8,25.73,15.69
AC6001,AC500,2025-07-31,5.8,55,10,4,23.13,8.87
AF1002,AF180,2025-07-31,2.26,213,40,14,7.68,32.21
JL7001,JL600,2025-07-31,1.01,100,18,8,2.68,20.12
AC6001,AC500,2025-08-01,3.34,65,12,5,12.54,14.18
AF1003,AF180,2025-08-01,3.58,152,28,10,9.43,24.85
BA5001,BA400,2025-08-01,7.18,132,24,9,24.31,18.33
DL2001,DL100,2025-08-01,9.75,144,27,10,26.84,21.52
AF1001,AF181,2025-08-02,10.13,72,13,5,32.37,1.0
AF1002,AF180,2025-08-02,10.96,148,27,10,30.8,24.6
BA5001,BA400,2025-08-02,1.4,123,23,8,4.1,19.19
LH4001,LH301,2025-08-02,11.13,380,71,25,29.45,51.0
AC6001,AC500,2025-08-03,2.31,91,17,6,5.99,15.16
DL2002,DL100,2025-08-03,11.98,141,26,10,30.82,23.97
LH4001,LH301,2025-08-03,7.42,377,70,25,27.84,51.07
AC6001,AC500,2025-08-04,7.56,83,15,6,21.05,10.95
AF1001,AF180,2025-08-04,9.55,101,19,7,35.16,1.0
AF1003,AF181,2025-08-04,9.9,148,27,11,37.78,24.58
AF1004,AF180,2025-08-04,1.66,80,15,6,5.73,18.73
JL7001,JL600,2025-08-04,7.31,108,20,7,25.98,16.95
AC6001,AC500,2025-08-05,7.83,60,11,4,25.14,6.86
AF1004,AF182,2025-08-05,1.26,142,26,10,4.53,27.24
DL2002,DL101,2025-08-05,7.97,104,19,8,22.14,15.03
AC6001,AC500,2025-08-06,10.71,71,13,5,40.06,1.0
DL2002,DL100,2025-08-06,3.54,167,31,11,10.82,24.51
AF1002,AF182,2025-08-07,7.53,133,25,9,23.69,23.74
AF1003,AF180,2025-08-07,8.29,130,24,9,24.92,26.21
BA5001,BA400,2025-08-07,10.14,106,19,8,36.5,19.62
DL2002,DL101,2025-08-07,2.19,139,26,9,8.2,20.47
AF1001,AF181,2025-08-08,7.65,72,13,5,19.28,11.12
AF1002,AF181,2025-08-08,8.97,168,31,11,28.49,22.53
AF1003,AF181,2025-08-08,3.37,238,44,16,11.12,32.8
AF1004,AF182,2025-08-08,8.93,115,21,8,34.44,6.56
DL2001,DL101,2025-08-08,9.84,191,35,13,28.51,24.91
AF1002,AF180,2025-08-09,3.24,221,41,15,11.1,32.37
BA5001,BA400,2025-08-09,3.59,110,20,8,11.07,17.86
JL7001,JL600,2025-08-09,4.96,144,27,10,16.08,25.28
AF1001,AF180,2025-08-10,10.18,100,18,7,37.85,1.0
AF1002,AF181,2025-08-10,8.02,246,46,16,25.46,39.99
AF1003,AF180,2025-08-10,4.03,180,33,12,12.46,29.2
AF1004,AF181,2025-08-10,3.47,124,23,9,13.25,16.72
BA5001,BA400,2025-08-10,2.79,149,28,10,8.6,22.77
AC6001,AC500,2025-08-11,1.65,60,11,4,4.21,12.88
AF1004,AF182,2025-08-11,1.73,87,16,6,6.21,19.42
DL2001,DL100,2025-08-11,9.66,122,22,9,31.09,21.93
JL7001,JL600,2025-08-11,9.24,159,29,11,32.91,23.9
AF1003,AF180,2025-08-12,9.28,238,44,16,26.66,36.3
IB3001,IB201,2025-08-12,6.03,82,15,6,17.13,18.03
LH4001,LH300,2025-08-12,3.46,344,64,22,10.88,45.51
AC6001,AC500,2025-08-13,5.53,70,13,5,18.05,13.95
BA5001,BA400,2025-08-13,3.87,163,30,11,12.66,29.33
AF1003,AF181,2025-08-14,5.84,233,43,16,21.41,33.61
DL2001,DL100,2025-08-14,10.14,180,33,12,30.42,27.68
DL2002,DL100,2025-08-14,5.3,110,20,8,20.77,19.37
IB3001,IB201,2025-08-14,8.07,83,15,6,29.13,11.87
JL7001,JL600,2025-08-14,6.09,149,28,10,22.22,27.45
AF1001,AF182,2025-08-15,6.14,82,15,6,15.39,14.03
AF1003,AF181,2025-08-15,11.25,181,34,12,28.24,28.83
AF1004,AF182,2025-08-15,10.95,157,29,11,30.84,10.16
BA5001,BA400,2025-08-15,10.06,152,28,11,37.11,24.93
JL7001,JL600,2025-08-15,9.28,155,29,10,36.81,24.04
AC6001,AC500,2025-08-16,3.76,82,15,6,9.51,17.23
AF1002,AF182,2025-08-16,8.81,232,43,15,24.9,33.82
AF1003,AF180,2025-08-16,4.93,152,28,11,16.4,23.03
JL7001,JL600,2025-08-16,11.06,179,33,12,43.6,28.89
LH4001,LH301,2025-08-16,9.43,366,68,24,24.97,52.32
AF1004,AF182,2025-08-17,8.18,102,19,7,26.39,14.61
DL2002,DL101,2025-08-17,8.18,141,26,10,29.93,26.08
JL7001,JL600,2025-08-17,7.06,185,34,13,22.33,27.95
AC6001,AC500,2025-08-18,10.54,67,12,5,32.29,1.0
AF1001,AF181,2025-08-18,11.65,96,18,7,30.79,1.0
AF1002,AF180,2025-08-18,2.84,142,26,10,11.26,23.29
AF1004,AF181,2025-08-18,10.11,149,28,10,32.22,8.78
DL2001,DL100,2025-08-18,8.74,198,37,13,22.6,34.68
LH4001,LH300,2025-08-18,1.75,313,58,21,4.73,45.29
AF1004,AF181,2025-08-19,3.99,111,20,8,10.44,20.83
BA5001,BA400,2025-08-19,2.34,136,25,10,8.48,19.7
IB3001,IB200,2025-08-19,3.19,80,15,5,9.4,14.88
JL7001,JL600,2025-08-19,5.04,180,33,12,16.32,25.73
AF1001,AF181,2025-08-20,8.83,106,19,8,22.79,7.61
DL2001,DL101,2025-08-20,6.56,152,28,10,18.81,26.74
AC6001,AC500,2025-08-21,1.72,89,16,7,6.47,14.0
IB3001,IB201,2025-08-21,11.7,140,26,10,34.69,6.31
DL2002,DL101,2025-08-22,4.85,85,16,6,15.03,19.84
IB3001,IB200,2025-08-22,1.86,112,21,8,7.43,20.07
JL7001,JL600,2025-08-22,6.87,133,25,9,18.21,17.71
DL2002,DL100,2025-08-23,10.85,97,18,7,41.95,19.69
LH4001,LH301,2025-08-23,9.39,368,69,24,31.05,47.92
AC6001,AC500,2025-08-24,3.25,80,15,6,12.83,13.53
AF1004,AF181,2025-08-24,10.61,158,29,11,32.99,8.01
JL7001,JL600,2025-08-24,10.35,98,18,7,39.39,19.85
LH4001,LH301,2025-08-24,9.6,379,71,24,28.19,54.79
AF1002,AF182,2025-08-25,1.8,204,38,14,4.75,31.7
DL2001,DL100,2025-08-25,7.11,196,36,14,24.2,30.43
IB3001,IB200,2025-08-25,6.95,149,28,10,25.31,15.69
AF1002,AF182,2025-08-26,2.55,258,48,17,8.79,38.6
AF1003,AF180,2025-08-27,10.25,196,36,14,38.9,28.11
DL2002,DL101,2025-08-27,3.04,133,25,9,7.7,23.37
LH4001,LH300,2025-08-27,5.07,347,65,22,13.44,47.14
AF1001,AF182,2025-08-28,11.72,78,14,6,34.69,1.0
AF1002,AF181,2025-08-28,10.72,157,29,11,32.93,21.63
AF1003,AF182,2025-08-28,5.68,205,38,14,21.08,35.57
AF1004,AF180,2025-08-28,2.22,129,24,9,6.39,22.0
BA5001,BA400,2025-08-28,6.45,156,29,11,17.32,27.89
DL2002,DL101,2025-08-28,3.41,136,25,9,9.62,23.15
IB3001,IB201,2025-08-28,1.5,93,17,7,3.86,19.06
JL7001,JL600,2025-08-28,9.93,151,28,10,29.03,21.86
AF1001,AF180,2025-08-29,6.52,95,17,7,18.3,12.1
DL2001,DL101,2025-08-29,9.02,151,28,10,34.94,25.45
DL2002,DL100,2025-08-29,1.56,116,21,9,4.56,23.39
LH4001,LH300,2025-08-29,6.88,287,53,19,23.37,40.95
AC6001,AC500,2025-08-30,7.1,66,12,5,21.27,10.73
AF1004,AF182,2025-08-30,9.41,140,26,10,30.05,10.95
DL2001,DL100,2025-08-30,4.06,119,22,8,14.11,17.31
DL2002,DL101,2025-08-30,2.37,135,25,9,8.62,22.84
LH4001,LH300,2025-08-30,6.42,220,41,14,16.84,32.01
AF1001,AF181,2025-08-31,8.77,60,11,5,32.11,1.0
AF1002,AF181,2025-08-31,7.2,222,41,15,26.32,30.07
IB3001,IB200,2025-09-01,1.41,125,23,9,4.5,24.78
JL7001,JL600,2025-09-01,5.32,184,34,13,19.72,28.95
AC6001,AC500,2025-09-02,6.44,84,15,7,20.96,11.04
AF1002,AF181,2025-09-02,6.43,172,32,11,21.91,25.16
AF1004,AF182,2025-09-02,11.54,156,29,11,44.3,1.0
IB3001,IB200,2025-09-02,3.57,120,22,9,11.18,17.97
AF1001,AF182,2025-09-03,1.65,117,22,8,4.35,22.16
AF1001,AF182,2025-09-04,9.11,109,20,8,32.38,1.0
AF1002,AF180,2025-09-04,3.64,178,33,12,14.04,28.73
AF1003,AF181,2025-09-04,11.23,161,30,11,31.68,25.97
DL2001,DL100,2025-09-04,9.23,106,19,8,23.94,15.94
DL2002,DL101,2025-09-04,7.48,138,25,10,19.1,25.58
IB3001,IB200,2025-09-04,5.86,115,21,8,16.42,20.3
AF1003,AF182,2025-09-05,2.62,162,30,11,9.0,24.51
AF1004,AF181,2025-09-05,5.69,97,18,7,19.02,21.19
AF1003,AF180,2025-09-06,5.41,204,38,13,19.39,33.27
BA5001,BA400,2025-09-06,11.9,176,33,12,44.7,25.11
JL7001,JL600,2025-09-06,2.66,100,18,8,8.93,22.39
AF1003,AF182,2025-09-07,11.01,128,24,8,42.49,17.88
DL2002,DL101,2025-09-07,1.56,145,27,10,5.91,23.18
AC6001,AC500,2025-09-08,7.43,80,15,6,22.39,9.61
AF1001,AF182,2025-09-08,6.94,103,19,7,25.95,4.45
AF1002,AF182,2025-09-08,3.28,208,39,14,11.72,34.03
BA5001,BA400,2025-09-08,4.76,120,22,8,12.98,18.86
JL7001,JL600,2025-09-08,8.81,172,32,12,33.17,26.66
AF1001,AF182,2025-09-09,4.42,104,19,7,12.89,16.4
AF1002,AF180,2025-09-09,9.75,176,33,11,31.68,29.43
LH4001,LH300,2025-09-09,8.5,216,40,14,31.72,32.66
AC6001,AC500,2025-09-10,7.81,70,13,5,24.44,7.56
BA5001,BA400,2025-09-10,3.7,126,23,9,11.96,22.51
DL2002,DL100,2025-09-10,10.92,152,28,11,29.67,28.38
IB3001,IB200,2025-09-10,5.96,90,16,7,20.59,19.48
AC6001,AC500,2025-09-11,8.13,80,15,6,30.63,1.37
IB3001,IB201,2025-09-11,7.16,132,24,10,20.71,20.29
LH4001,LH301,2025-09-11,2.64,332,62,21,10.15,50.78
AC6001,AC500,2025-09-12,8.43,80,15,5,22.73,9.27
AF1003,AF180,2025-09-12,10.31,148,27,11,32.12,24.07
DL2001,DL100,2025-09-12,5.95,143,26,10,20.52,19.86
AC6001,AC500,2025-09-13,9.63,99,18,7,28.47,3.53
AF1004,AF182,2025-09-13,6.55,89,16,7,24.32,16.68
DL2002,DL101,2025-09-13,8.28,132,24,9,30.93,21.48
JL7001,JL600,2025-09-13,9.27,99,18,7,34.18,15.32
BA5001,BA400,2025-09-14,2.87,114,21,8,8.36,22.72
DL2001,DL101,2025-09-14,6.54,176,33,12,17.52,28.78
DL2002,DL100,2025-09-14,3.96,139,26,9,11.72,23.41
AF1001,AF180,2025-09-15,4.44,84,15,7,11.77,17.19
AF1002,AF182,2025-09-15,9.81,170,31,12,36.68,28.01
JL7001,JL600,2025-09-15,4.53,152,28,10,17.11,20.66
DL2001,DL100,2025-09-16,9.61,111,20,8,24.72,18.79
IB3001,IB201,2025-09-16,6.19,114,21,8,22.44,18.85
AC6001,AC500,2025-09-17,7.44,100,18,7,19.84,12.16
AF1001,AF182,2025-09-17,11.04,62,11,5,43.79,1.0
AF1002,AF182,2025-09-17,4.62,202,37,14,15.94,27.78
IB3001,IB200,2025-09-17,6.28,108,20,7,16.12,14.54
AF1001,AF180,2025-09-18,2.27,84,15,6,7.73,18.11
AF1003,AF181,2025-09-18,10.85,143,26,10,35.75,25.15
AF1004,AF182,2025-09-18,5.39,133,25,9,20.16,21.09
BA5001,BA400,2025-09-18,7.12,192,36,13,19.55,33.29
IB3001,IB201,2025-09-18,10.89,89,16,7,41.48,1.0
LH4001,LH300,2025-09-18,1.95,252,47,17,6.71,35.34
AF1001,AF181,2025-09-19,11.86,88,16,6,46.05,1.0
